OBJECT_NAME,OBJECT_ID,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,COUNTRY_CODE,LAUNCH_DATE,SITE,RCS_SIZE,TLE_LINE1,TLE_LINE2
"CBERS 1 DEB","1999-057QY","97.734","652.615","647.977","DEBRIS","CHBZ","1999-10-14","TSC","SMALL","1 32084U 99057QY  21269.36760124  .00003997  00000-0  62483-3 0  9990","2 32084  98.3035 306.5960 0003300 212.8082 160.1864 14.73381424429452"
"CBERS 1 DEB","1999-057QZ","97.005","619.190","611.384","DEBRIS","CHBZ","1999-10-14","TSC","SMALL","1 32085U 99057QZ  21271.01939682  .00007875  00000-0  94131-3 0  9997","2 32085  98.2367 346.1213 0005581 138.8520 221.3115 14.84458856758931"
"FENGYUN 1C DEB","1999-025CQC","105.924","1279.364","795.872","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32086U 99025CQC 21271.51678978  .00000551  00000-0  56265-3 0  9996","2 32086  99.3006  13.0361 0325990 136.6242 226.1054 13.59470861702940"
"FENGYUN 1C DEB","1999-025CQD","96.992","676.985","552.372","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32087U 99025CQD 21272.35331935  .00009822  00000-0  10883-2 0  9994","2 32087  98.6469  97.8446 0089101 295.3141  63.8862 14.84652508752769"
"FENGYUN 1C DEB","1999-025CQE","109.218","1529.022","852.197","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32088U 99025CQE 21271.54057554  .00001498  00000-0  23588-2 0  9994","2 32088 102.3830 193.6102 0447118  19.3576 342.3929 13.18460097681194"
"FENGYUN 1C DEB","1999-025CQF","102.190","949.200","775.454","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32089U 99025CQF 21270.34328611  .00000214  00000-0  13839-3 0  9991","2 32089  98.7562 303.7514 0119983 171.9244 188.3895 14.09137455415330"
"FENGYUN 1C DEB","1999-025CQG","101.196","863.410","767.147","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32090U 99025CQG 21267.11161995  .00001427  00000-0  63922-3 0  9999","2 32090  99.0213  38.2565 0066910  47.2795 130.3922 14.22984653409440"
"FENGYUN 1C DEB","1999-025CQJ","101.620","861.894","808.801","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32092U 99025CQJ 21264.99281876  .00000951  00000-0  49179-3 0  9994","2 32092  98.8576 334.1654 0036801 217.5014 142.3592 14.17050367490794"
"FENGYUN 1C DEB","1999-025CQK","100.572","847.983","723.420","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32093U 99025CQK 21271.65026438  .00000382  00000-0  15347-3 0  9995","2 32093  98.8703  52.9671 0086939 172.9170 187.3264 14.31806293745987"
"FENGYUN 1C DEB","1999-025CQL","102.281","892.068","841.126","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32094U 99025CQL 21268.76540778  .00000296  00000-0  19879-3 0  9990","2 32094  98.7346 287.5966 0035158 301.6292  58.1449 14.07891658726921"
"FENGYUN 1C DEB","1999-025CQM","101.864","905.843","787.937","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32095U 99025CQM 21272.33424648  .00000146  00000-0  96873-4 0  9990","2 32095  98.7860 304.9767 0081596 156.9048 203.5825 14.13655951732341"
"FENGYUN 1C DEB","1999-025CQN","103.978","1048.657","844.373","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32096U 99025CQN 21268.86006013  .00000598  00000-0  52794-3 0  9990","2 32096  99.2140 309.8462 0139450 322.6398  36.5123 13.84912830715275"
"FENGYUN 1C DEB","1999-025CQP","96.816","692.613","519.815","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32097U 99025CQP 21270.61845944  .00005872  00000-0  57211-3 0  9990","2 32097  99.1039 228.2253 0123704   4.4032 355.8238 14.87352410759200"
"FENGYUN 1C DEB","1999-025CQQ","101.671","985.191","690.411","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32098U 99025CQQ 21271.30599837  .00000172  00000-0  89627-4 0  9990","2 32098  98.6134 290.6398 0204256 228.9954 129.3402 14.16327802424555"
"FENGYUN 1C DEB","1999-025CQR","104.199","1232.954","680.904","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32099U 99025CQR 21270.18456344  .00001156  00000-0  64737-3 0  9998","2 32099  98.3126  33.6786 0376309 200.1786 286.4880 13.81964646433924"
"FENGYUN 1C DEB","1999-025CQT","103.544","1028.452","823.845","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32101U 99025CQT 21271.00035866  .00000991  00000-0  76476-3 0  9995","2 32101  99.0922 174.0469 0140059 118.8285 242.7017 13.90709222717556"
"FENGYUN 1C DEB","1999-025CQU","96.036","617.587","519.663","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32102U 99025CQU 21270.96922106  .00042454  00000-0  32769-2 0  9998","2 32102  99.3359  85.8662 0070482  91.0425  59.9114 14.99440850743125"
"FENGYUN 1C DEB","1999-025CQV","97.901","707.559","608.972","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32103U 99025CQV 21272.42191243  .00004895  00000-0  77617-3 0  9991","2 32103  96.7126 321.4007 0070055 259.2168 167.6552 14.70878843763052"
"FENGYUN 1C DEB","1999-025CQW","104.570","1213.163","735.491","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32104U 99025CQW 21091.01709912  .00000940  00000-0  66667-3 0  9994","2 32104  97.6546 184.5155 0324838 343.0779  15.9740 13.77062160688594"
"FENGYUN 1C DEB","1999-025CQX","108.167","1469.700","814.256","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32105U 99025CQX 21270.29931205  .00000650  00000-0  89020-3 0  9992","2 32105 103.4505 116.7012 0435794   7.1312 353.5739 13.31270307391943"
"FENGYUN 1C DEB","1999-025CQY","102.757","1002.415","775.782","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32106U 99025CQY 21267.48923029  .00001858  00000-0  11464-2 0  9992","2 32106 101.4761 155.4697 0155928  50.3609 311.1189 14.01358025721221"
"FENGYUN 1C DEB","1999-025CQZ","102.492","927.764","825.450","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32107U 99025CQZ 13300.78988154 +.00000977 +00000-0 +62143-3 0  9997","2 32107 099.0796 305.0171 0070515 203.5979 157.6186 14.04978693319711"
"FENGYUN 1C DEB","1999-025CRB","100.865","959.606","639.591","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32109U 99025CRB 21271.00257654  .00000256  00000-0  94558-4 0  9990","2 32109  98.5075 173.4905 0222922 171.5330 188.9714 14.27650044429230"
"FENGYUN 1C DEB","1999-025CRC","101.721","868.591","811.732","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32110U 99025CRC 21271.04337531  .00000743  00000-0  40184-3 0  9995","2 32110  99.5558 302.8259 0039385   5.8829  24.1164 14.15633029425743"
"FENGYUN 1C DEB","1999-025CRD","100.790","886.347","705.716","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32111U 99025CRD 21271.34640391  .00000132  00000-0  63970-4 0  9991","2 32111  98.4927 294.2848 0125890  58.4325 315.1741 14.28715019740762"
"FENGYUN 1C DEB","1999-025CRE","96.024","638.710","497.376","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32112U 99025CRE 21237.08026126  .00006229  00000-0  45927-3 0  9993","2 32112  98.5896 169.7564 0101735 184.3609 175.6736 14.99629294422392"
"FENGYUN 1C DEB","1999-025CRF","103.640","1114.603","746.649","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32113U 99025CRF 21271.38944717  .00000272  00000-0  19929-3 0  9995","2 32113  99.1897 312.0792 0251721  83.2060 279.7669 13.89431346415194"
"FENGYUN 1C DEB","1999-025CRG","99.745","803.615","689.151","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32114U 99025CRG 21271.19555762  .00001635  00000-0  48022-3 0  9993","2 32114  99.9658  78.2001 0080331 170.4815 189.7915 14.43675344433896"
"FENGYUN 1C DEB","1999-025CRH","101.281","839.469","799.126","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32115U 99025CRH 21263.98460889  .00001175  00000-0  55235-3 0  9990","2 32115  98.9354 329.7667 0028026  87.9560 272.4825 14.21792988 17914"
"FENGYUN 1C DEB","1999-025CRJ","94.719","588.406","421.509","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32116U 99025CRJ 21271.54554119  .00007482  00000-0  28694-3 0  9998","2 32116  99.5254  16.7568 0121237 310.0832  48.9816 15.20293172101982"
"FENGYUN 1C DEB","1999-025CRK","101.753","862.992","820.291","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32117U 99025CRK 21272.42977140  .00000630  00000-0  34514-3 0  9996","2 32117  98.7519 329.2289 0029572 184.7204 175.3695 14.15197734731112"
"FENGYUN 1C DEB","1999-025CRL","98.363","704.211","656.562","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32118U 99025CRL 21271.08569403  .00005566  00000-0  10708-2 0  9998","2 32118 102.4046 211.5458 0033753  51.6988 321.2153 14.63969880757727"
"FENGYUN 1C DEB","1999-025CRM","103.039","970.546","834.225","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32119U 99025CRM 21271.48291694  .00000244  00000-0  20189-3 0  9990","2 32119  99.8490 352.0382 0093621 212.3250 147.2152 13.97523503722355"
"FENGYUN 1C DEB","1999-025CRN","96.042","609.232","528.687","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32120U 99025CRN 18029.70825608 +.00004530 +00000-0 +36422-3 0  9991","2 32120 098.8795 005.9908 0057970 271.8365 087.6216 14.99332411562917"
"FENGYUN 1C DEB","1999-025CRR","98.982","834.684","585.276","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32123U 99025CRR 21272.07583014  .00000182  00000-0  47123-4 0  9990","2 32123  98.9319 314.4028 0175934 291.0216 131.3256 14.54811153752642"
"FENGYUN 1C DEB","1999-025CRS","93.190","457.859","403.537","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32124U 99025CRS 21272.40849833  .00071830  00000-0  14576-2 0  9994","2 32124  99.0005 335.1597 0039891 176.4243 183.7293 15.45232164775226"
"FENGYUN 1C DEB","1999-025CRT","100.696","998.347","584.763","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32125U 99025CRT 21266.84442984  .00000914  00000-0  24005-3 0  9996","2 32125  99.0945 129.1831 0288425 213.8251 144.4237 14.30053201744927"
"FENGYUN 1C DEB","1999-025CRU","106.477","1278.601","848.259","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32126U 99025CRU 21270.69208762  .00000288  00000-0  38179-3 0  9990","2 32126  99.0940 240.4307 0289148 215.4422 142.7197 13.52403651409092"
"FENGYUN 1C DEB","1999-025CRV","106.484","1286.310","841.174","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32127U 99025CRV 21271.36135477  .00000571  00000-0  70202-3 0  9996","2 32127  99.2237 304.6824 0299075 309.4043  48.0958 13.52318592396080"
"FENGYUN 1C DEB","1999-025CRW","103.706","1239.792","627.757","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32128U 99025CRW 21271.95099017  .00000148  00000-0  80522-4 0  9998","2 32128  99.2281 319.0687 0418519  78.9089 285.8824 13.88534024727519"
"FENGYUN 1C DEB","1999-025CRX","102.257","932.890","798.119","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32129U 99025CRX 21272.16821391  .00000926  00000-0  54645-3 0  9991","2 32129  99.0787 344.7037 0093027  60.7611 329.5813 14.08210215725907"
"FENGYUN 1C DEB","1999-025CRY","100.606","853.021","721.593","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32130U 99025CRY 21271.04576338  .00000374  00000-0  15095-3 0  9990","2 32130  98.7371  26.6353 0091710 163.3599 197.0627 14.31325125742142"
"FENGYUN 1C DEB","1999-025CSA","100.658","865.827","713.722","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32132U 99025CSA 21265.96158011  .00000913  00000-0  34476-3 0  9993","2 32132  98.5518 321.5367 0106101 190.4467 169.4511 14.30586051486419"
"FENGYUN 1C DEB","1999-025CSB","101.662","863.216","811.536","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32133U 99025CSB 21270.59494403  .00000071  00000-0  56502-4 0  9997","2 32133  98.5707 321.5911 0035812 216.0207 143.8554 14.16452798732042"
"FENGYUN 1C DEB","1999-025CSC","101.872","1052.952","641.671","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32134U 99025CSC 21271.34355955  .00000419  00000-0  16855-3 0  9992","2 32134  98.6716 299.6020 0284606   4.2524   5.9779 14.13532309733947"
"FENGYUN 1C DEB","1999-025CSE","100.578","839.254","732.678","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32136U 99025CSE 21270.33889577  .00000325  00000-0  13326-3 0  9990","2 32136  98.3590 310.1852 0074382  81.6845 279.2765 14.31727118430546"
"FENGYUN 1C DEB","1999-025CSF","99.324","928.593","523.997","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32137U 99025CSF 21271.40629496  .00002125  00000-0  33560-3 0  9994","2 32137  98.4604 348.5745 0284749 128.4720 234.2392 14.49802689442986"
"FENGYUN 1C DEB","1999-025CSG","101.250","835.085","800.598","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32138U 99025CSG 21270.51006021  .00001055  00000-0  49423-3 0  9995","2 32138  98.8706  15.8085 0023963  99.9257 260.4626 14.22224434738224"
"FENGYUN 1C DEB","1999-025CSH","100.525","938.200","628.667","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32139U 99025CSH 21269.96337701  .00001021  00000-0  30604-3 0  9999","2 32139  98.5309 331.2813 0216107 278.0479  79.6238 14.32486403429284"
"FENGYUN 1C DEB","1999-025CSK","102.856","946.887","840.623","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32141U 99025CSK 21270.37534490  .00000035  00000-0  51156-4 0  9993","2 32141  98.8431 310.1628 0073065 180.8424 179.2629 14.00012151734101"
"FENGYUN 1C DEB","1999-025CSL","100.276","787.802","755.428","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32142U 99025CSL 21271.54399839  .00002787  00000-0  97139-3 0  9996","2 32142  98.8709  22.2229 0022640 299.5558  60.3370 14.36039941746568"
"FENGYUN 1C DEB","1999-025CSM","101.682","914.532","762.116","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32143U 99025CSM 21272.28745646  .00000085  00000-0  60664-4 0  9993","2 32143  98.5279 289.1777 0105603 212.1838 147.2863 14.16173878741904"
"FENGYUN 1C DEB","1999-025CSQ","101.145","898.026","727.741","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32146U 99025CSQ 21269.51375244  .00001797  00000-0  75136-3 0  9991","2 32146  98.8630   8.5471 0118401 280.5766  78.2093 14.23695736730012"
"FENGYUN 1C DEB","1999-025CSR","96.410","710.580","462.768","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32147U 99025CSR 14154.15144796 +.00003671 +00000-0 +26086-3 0  9996","2 32147 099.0234 121.8141 0177903 201.7161 215.2078 14.93615755373384"
"FENGYUN 1C DEB","1999-025CSS","96.940","722.019","502.271","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32148U 99025CSS 21271.28939665  .00003110  00000-0  29643-3 0  9996","2 32148  99.0702 215.2740 0157181 281.4306  76.9288 14.85459862517235"
"FENGYUN 1C DEB","1999-025CSU","98.953","840.199","576.974","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32150U 99025CSU 21271.31202030  .00000201  00000-0  49273-4 0  9992","2 32150  99.1943 118.6651 0185717  29.6700 331.4876 14.55240203753271"
"FENGYUN 1C DEB","1999-025CSV","96.821","634.410","578.447","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32151U 99025CSV 21269.18493264  .00011528  00000-0  12658-2 0  9995","2 32151  98.9963  41.1124 0040062 256.8921 226.8800 14.87283731431532"
"FENGYUN 1C DEB","1999-025CSW","100.280","827.388","716.230","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32152U 99025CSW 21272.11686191  .00001154  00000-0  39884-3 0  9991","2 32152  98.6573  18.6420 0077734 118.2896 242.6161 14.35981342752441"
"FENGYUN 1C DEB","1999-025CSX","99.783","908.071","588.281","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32153U 99025CSX 21272.20019204  .00000433  00000-0  10739-3 0  9994","2 32153  98.6662  45.8732 0224373 151.1318 210.2504 14.43130544750389"
"FENGYUN 1C DEB","1999-025CSY","93.888","479.692","449.635","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32154U 99025CSY 21271.22862380  .00101808  00000-0  30618-2 0  9992","2 32154  99.0034 193.2128 0021962   0.0624   0.0612 15.33741387449435"
"FENGYUN 1C DEB","1999-025CSZ","100.869","854.857","744.749","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32155U 99025CSZ 21272.32786793  .00000297  00000-0  13549-3 0  9993","2 32155  99.0494 134.5317 0076699  18.5362 341.8584 14.27589061740073"
"FENGYUN 1C DEB","1999-025CTA","100.864","862.741","736.372","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32156U 99025CTA 21270.87500006  .00000168  00000-0  84746-4 0  9998","2 32156  99.3350 316.3092 0088029 151.8932 208.7040 14.27662703740075"
"FENGYUN 1C DEB","1999-025CTB","97.604","746.635","541.454","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32157U 99025CTB 21271.82550861  .00001905  00000-0  24508-3 0  9998","2 32157  99.0408 130.0614 0146095  80.4215 281.3464 14.75349359760663"
"FENGYUN 1C DEB","1999-025CTC","99.348","759.187","695.726","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32158U 99025CTC 21271.30001587  .00002264  00000-0  59756-3 0  9990","2 32158  99.1490 295.4253 0044656 168.4327 191.7901 14.49447241460502"
"FENGYUN 1C DEB","1999-025CTE","100.657","855.482","723.976","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32160U 99025CTE 21270.59457883  .00000341  00000-0  14119-3 0  9995","2 32160  98.7233  22.1268 0091733 192.7241 167.1625 14.30599564743015"
"FENGYUN 1C DEB","1999-025CTF","102.884","1001.194","788.887","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32161U 99025CTF 21270.70114760  .00000497  00000-0  33640-3 0  9995","2 32161  98.6542  58.7107 0145952 244.8413 113.7554 13.99641056419148"
"FENGYUN 1C DEB","1999-025CTG","100.049","811.023","710.596","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32162U 99025CTG 21272.30349538  .00000902  00000-0  29919-3 0  9992","2 32162  99.4921 115.6085 0070338  13.6791 346.6278 14.39301435741746"
"FENGYUN 1C DEB","1999-025CTH","100.593","831.082","742.295","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32163U 99025CTH 21271.24752285  .00000597  00000-0  23901-3 0  9997","2 32163  99.5609  96.5934 0061961 142.1052 218.4513 14.31510437389282"
"FENGYUN 1C DEB","1999-025CTJ","99.397","817.954","641.623","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32164U 99025CTJ 15072.08990585 +.00002255 +00000-0 +55693-3 0  9995","2 32164 099.3273 029.7416 0124038 216.0851 143.1921 14.48733747405009"
"FENGYUN 1C DEB","1999-025CTK","103.341","1031.167","801.999","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32165U 99025CTK 21270.81886963  .00000771  00000-0  55790-3 0  9997","2 32165  98.5317 275.3174 0157078 104.2139 257.6529 13.93445568416666"
"FENGYUN 1C DEB","1999-025CTL","96.520","693.773","490.136","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32166U 99025CTL 21271.45822130  .00006311  00000-0  51328-3 0  9994","2 32166  98.3029  95.3546 0146079 207.2772 152.0721 14.91919028765254"
"FENGYUN 1C DEB","1999-025CTM","100.951","927.760","679.585","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32167U 99025CTM 21269.27781350  .00000178  00000-0  80054-4 0  9994","2 32167  98.4849 288.6643 0172780 263.8526  94.2947 14.26435384407159"
"FENGYUN 1C DEB","1999-025CTN","105.016","1196.178","794.186","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32168U 99025CTN 21272.42969103  .00000456  00000-0  44406-3 0  9999","2 32168 101.6614 334.7589 0272599 347.0034  12.4177 13.71223968710030"
"FENGYUN 1C DEB","1999-025CTP","101.353","879.593","765.892","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32169U 99025CTP 21271.26306656  .00001783  00000-0  81928-3 0  9993","2 32169  98.5246  92.6283 0078950   1.2085 358.9269 14.20772762745761"
"FENGYUN 1C DEB","1999-025CTQ","95.556","572.300","518.598","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32170U 99025CTQ 21271.50283939  .00023752  00000-0  15615-2 0  9999","2 32170  99.0819 188.6036 0038782  98.6813 261.8806 15.06975884420253"
"FENGYUN 1C DEB","1999-025CTR","108.411","1557.285","749.282","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32171U 99025CTR 21270.80496431  .00000943  00000-0  10011-2 0  9997","2 32171 102.8229 117.5951 0536421  43.9635 334.3897 13.28273744687380"
"FENGYUN 1C DEB","1999-025CTS","97.935","764.168","555.662","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32172U 99025CTS 21271.35437812  .00001306  00000-0  19216-3 0  9998","2 32172  99.0794 132.4853 0148128 150.0778 210.8997 14.70361849753704"
"FENGYUN 1C DEB","1999-025CTT","101.078","862.097","757.340","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32173U 99025CTT 21267.57377213  .00001737  00000-0  74871-3 0  9992","2 32173  99.5856  28.2067 0072871 221.2327 138.3332 14.24636171734438"
"FENGYUN 1C DEB","1999-025CTU","101.767","956.541","728.061","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32174U 99025CTU 21269.47611509  .00000128  00000-0  78890-4 0  9992","2 32174  98.7450 349.2151 0158218 336.1670  23.2233 14.15003811423332"
"FENGYUN 1C DEB","1999-025CTV","104.148","1081.921","827.120","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32175U 99025CTV 21271.36645082  .00000939  00000-0  80364-3 0  9995","2 32175  98.8475 323.4563 0173744 182.1349 177.9083 13.82645367385377"
"FENGYUN 1C DEB","1999-025CTW","99.872","797.556","707.220","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32176U 99025CTW 21264.30942579  .00000927  00000-0  29300-3 0  9993","2 32176  99.4391  80.8393 0063344 329.4471  30.3031 14.41851978390300"
"FENGYUN 1C DEB","1999-025CTX","100.337","825.826","723.199","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32177U 99025CTX 21269.96178486  .00000717  00000-0  26037-3 0  9990","2 32177  98.9807 172.2713 0071740 282.9132  76.4046 14.35167288488666"
"FENGYUN 1C DEB","1999-025CTY","101.901","927.670","769.670","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32178U 99025CTY 21271.55006122  .00000722  00000-0  39331-3 0  9993","2 32178 100.2771  12.7855 0109315 184.3639 175.6585 14.13133744422480"
"FENGYUN 1C DEB","1999-025CTZ","102.689","993.903","777.813","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32179U 99025CTZ 21271.38627597 -.00000180  00000-0 -80484-4 0  9996","2 32179  99.1265 313.5925 0148740 134.5356 239.8686 14.02295820441874"
"FENGYUN 1C DEB","1999-025CUA","104.212","1057.651","857.337","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32180U 99025CUA 21271.69521725 -.00000000  00000-0  41696-4 0  9990","2 32180  99.6330 256.0655 0136535 286.6205 250.9278 13.81804869730716"
"FENGYUN 1C DEB","1999-025CUB","99.875","818.970","686.090","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32181U 99025CUB 21272.19173649  .00000622  00000-0  19744-3 0  9992","2 32181  99.4721 169.3350 0093175 280.6023 233.2495 14.41808832745791"
"FENGYUN 1C DEB","1999-025CUC","101.418","910.796","740.847","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32182U 99025CUC 21269.13573042  .00001995  00000-0  89429-3 0  9995","2 32182  98.2200 222.3464 0117955 162.1541 198.3834 14.19862052407768"
"FENGYUN 1C DEB","1999-025CUD","102.435","907.217","840.532","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32183U 99025CUD 21272.14501036  .00000383  00000-0  25866-3 0  9990","2 32183  98.8715 343.1437 0045977  61.8879 298.6925 14.05773133728410"
"FENGYUN 1C DEB","1999-025CUE","98.132","850.437","488.270","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32184U 99025CUE 21271.48611181  .00001341  00000-0  15141-3 0  9990","2 32184  98.1406 352.7565 0256948 339.1430  19.9437 14.67409119755482"
"FENGYUN 1C DEB","1999-025CUF","101.969","1191.322","512.475","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32185U 99025CUF 21271.10527948  .00002678  00000-0  51693-3 0  9993","2 32185  98.8275  28.1670 0469463 279.1643  75.6723 14.12187230728633"
"FENGYUN 1C DEB","1999-025CUG","104.930","1200.500","781.881","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32186U 99025CUG 21272.30332924  .00000203  00000-0  20597-3 0  9996","2 32186  99.7367 280.4624 0284028 220.2532 151.3132 13.72338170711199"
"FENGYUN 1C DEB","1999-025CUH","106.746","1297.421","854.485","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32187U 99025CUH 21271.12392191  .00000125  00000-0  20203-3 0  9995","2 32187  99.4681  36.9141 0297109  27.0137 148.4072 13.48996995455308"
"FENGYUN 1C DEB","1999-025CUJ","100.184","814.060","720.436","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32188U 99025CUJ 21271.69961182  .00004200  00000-0  13875-2 0  9994","2 32188  99.0162  75.8757 0065514 259.1108 100.2700 14.37356488736068"
"FENGYUN 1C DEB","1999-025CUK","101.210","842.221","789.688","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32189U 99025CUK 21271.44022143  .00001957  00000-0  88688-3 0  9994","2 32189  98.9807 340.9622 0036511 148.8489 211.4863 14.22784089732125"
"FENGYUN 1C DEB","1999-025CUL","99.121","760.632","672.564","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32190U 99025CUL 21266.08444245  .00002978  00000-0  71972-3 0  9993","2 32190  98.9476 212.8446 0062066  16.3245 343.9929 14.52776100488134"
"FENGYUN 1C DEB","1999-025CUM","101.850","923.373","769.164","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32191U 99025CUM 21271.37004025  .00000820  00000-0  43260-3 0  9993","2 32191  98.8458 323.4178 0106728 271.6716  87.2234 14.13838317427235"
"FENGYUN 1C DEB","1999-025CUN","104.289","1097.410","824.854","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32192U 99025CUN 21270.88871237  .00000157  00000-0  16408-3 0  9993","2 32192  98.6358 241.3829 0185683   0.4949 359.6357 13.80777586714927"
"FENGYUN 1C DEB","1999-025CUP","101.358","895.186","750.748","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32193U 99025CUP 21268.52352557  .00002284  00000-0  10259-2 0  9991","2 32193  98.4792  16.4232 0100289 259.3209  99.6663 14.20706409730368"
"FENGYUN 1C DEB","1999-025CUQ","99.131","770.262","663.950","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32194U 99025CUQ 21262.37601187  .00001174  00000-0  28989-3 0  9992","2 32194  99.1076 320.0919 0074918 343.1726  16.6983 14.52620149493881"
"FENGYUN 1C DEB","1999-025CUR","102.498","928.411","825.336","DEBRIS","PRC","1999-05-10","TSC","SMALL","1 32195U 99025CUR 21271.90901694  .00000191  00000-0  14260-3 0  9993","2 32195  98.8410 297.0010 0071037 295.5361  63.8473 14.04901389727545"
